AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Instrument	LibraryLayout	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	collection_date	env_biome	env_feature	env_material	estimated_size	geo_loc_name	isol_growth_condt	isolate	lat_lon	num_replicons	ploidy	propagation	strain	Assay_Type	Consent	DATASTORE_filetype	LibrarySelection	LibrarySource	Organism
	200	PRJNA413876	SAMN07773699	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470284	0	Illumina HiSeq 2000	PAIRED	KBO_317	2017-12-14	5317	3658	ILLUMINA	2017-12-14	SRR6375584	SRS2757076	SRP123576	KBO_317	2014	missing	missing	not applicable	23.7Mb	South Korea	missing		38.1298 N 127.7657 E	not applicable	missing	missing	KBO_317	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN07773700	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470285	0	Illumina HiSeq 2000	PAIRED	KBO_319	2017-12-14	4248	2734	ILLUMINA	2017-12-14	SRR6375583	SRS2757077	SRP123576	KBO_319	2014	missing	missing	not applicable	23.7Mb	South Korea	missing		38.1298 N 127.7657 E	not applicable	missing	missing	KBO_319	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN07773701	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470286	0	Illumina HiSeq 2000	PAIRED	KBO_327	2017-12-14	4989	3431	ILLUMINA	2017-12-14	SRR6375582	SRS2757079	SRP123576	KBO_327	2014	missing	missing	not applicable	23.7Mb	South Korea	missing		38.1298 N 127.7657 E	not applicable	missing	missing	KBO_327	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN07773702	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470287	0	Illumina HiSeq 2000	PAIRED	KRBOOR_317	2017-12-14	3746	2414	ILLUMINA	2017-12-14	SRR6375581	SRS2757078	SRP123576	KRBOOR_317	2014	missing	missing	not applicable	23.7Mb	South Korea	missing		38.1298 N 127.7657 E	not applicable	missing	missing	KRBOOR_317	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN07773703	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470288	0	Illumina HiSeq 2000	PAIRED	KRBOOR_323	2017-12-14	4627	3094	ILLUMINA	2017-12-14	SRR6375580	SRS2757080	SRP123576	KRBOOR_323	2014	missing	missing	not applicable	23.7Mb	South Korea	missing		38.1298 N 127.7657 E	not applicable	missing	missing	KRBOOR_323	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN07773704	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470289	0	Illumina HiSeq 2000	PAIRED	KRBOOR_331	2017-12-14	5390	3529	ILLUMINA	2017-12-14	SRR6375579	SRS2757081	SRP123576	KRBOOR_331	2014	missing	missing	not applicable	23.7Mb	South Korea	missing		38.1298 N 127.7657 E	not applicable	missing	missing	KRBOOR_331	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773593	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470290	0	Illumina HiSeq 2000	PAIRED	Acherito.c_15	2017-12-14	2116	903	ILLUMINA	2017-12-14	SRR6375578	SRS2757082	SRP123576	Acherito.c_15	2015	missing	missing	not applicable	23.7Mb	France	missing		42.87917 N 0.70083 W	not applicable	missing	missing	Acherito.c_15	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773592	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470291	0	Illumina HiSeq 2000	PAIRED	49.OZ	2017-12-14	2275	1001	ILLUMINA	2017-12-14	SRR6375577	SRS2757083	SRP123576	49.OZ	2014	missing	missing	not applicable	23.7Mb	Australia	missing		missing	not applicable	missing	missing	49.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773589	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470292	0	Illumina HiSeq 2000	PAIRED	45.OZ	2017-12-14	2720	1119	ILLUMINA	2017-12-14	SRR6375576	SRS2757084	SRP123576	45.OZ	2013	missing	missing	not applicable	23.7Mb	Australia	missing		36.4 S 148.6167 E	not applicable	missing	missing	45.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773588	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470293	0	Illumina HiSeq 2000	PAIRED	44.OZ	2017-12-14	1792	781	ILLUMINA	2017-12-14	SRR6375575	SRS2757085	SRP123576	44.OZ	2013	missing	missing	not applicable	23.7Mb	Australia	missing		36.4 S 148.6167 E	not applicable	missing	missing	44.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773591	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470294	0	Illumina HiSeq 2000	PAIRED	47.OZ	2017-12-14	2375	1065	ILLUMINA	2017-12-14	SRR6375574	SRS2757086	SRP123576	47.OZ	2000	missing	missing	not applicable	23.7Mb	Australia	missing		missing	not applicable	missing	missing	47.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	252	PRJNA413876	SAMN07773712	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470295	0	Illumina HiSeq 2000	PAIRED	CLFT136	2017-12-14	1717	1020	ILLUMINA	2017-12-14	SRR6375571	SRS2757087	SRP123576	CLFT136	2014	missing	missing	not applicable	23.7Mb	Brazil	missing		25.36387 S 48.87675 W	not applicable	missing	missing	CLFT136	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773590	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470296	0	Illumina HiSeq 2000	PAIRED	46.OZ	2017-12-14	2574	1149	ILLUMINA	2017-12-14	SRR6375573	SRS2757088	SRP123576	46.OZ	2013	missing	missing	not applicable	23.7Mb	Australia	missing		36.4 S 148.6167 E	not applicable	missing	missing	46.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773585	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470297	0	Illumina HiSeq 2000	PAIRED	41.OZ	2017-12-14	1987	874	ILLUMINA	2017-12-14	SRR6375572	SRS2757089	SRP123576	41.OZ	2013	missing	missing	not applicable	23.7Mb	Australia	missing		32.99333 S 151.44575 E	not applicable	missing	missing	41.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773584	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470298	0	Illumina HiSeq 2000	PAIRED	40.OZ	2017-12-14	1499	680	ILLUMINA	2017-12-14	SRR6375570	SRS2757092	SRP123576	40.OZ	2013	missing	missing	not applicable	23.7Mb	Australia	missing		18.19926 S 145.84458 E	not applicable	missing	missing	40.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773587	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470299	0	Illumina HiSeq 2000	PAIRED	43.OZ	2017-12-14	1490	659	ILLUMINA	2017-12-14	SRR6375569	SRS2757090	SRP123576	43.OZ	2013	missing	missing	not applicable	23.7Mb	Australia	missing		32.99333 S 151.44575 E	not applicable	missing	missing	43.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	252	PRJNA413876	SAMN07773711	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470300	0	Illumina HiSeq 2000	PAIRED	CLFT071	2017-12-14	1902	1137	ILLUMINA	2017-12-14	SRR6375567	SRS2757091	SRP123576	CLFT071	2013	missing	missing	not applicable	23.7Mb	Brazil	missing		23.25231 S 46.94758 W	not applicable	missing	missing	CLFT071	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773586	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470301	0	Illumina HiSeq 2000	PAIRED	42.OZ	2017-12-14	1665	748	ILLUMINA	2017-12-14	SRR6375568	SRS2757094	SRP123576	42.OZ	2013	missing	missing	not applicable	23.7Mb	Australia	missing		32.99333 S 151.44575 E	not applicable	missing	missing	42.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	252	PRJNA413876	SAMN07773713	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470302	0	Illumina HiSeq 2000	PAIRED	CLFT144	2017-12-14	1624	953	ILLUMINA	2017-12-14	SRR6375566	SRS2757093	SRP123576	CLFT144	2014	missing	missing	not applicable	23.7Mb	Brazil	missing		25.36387 S 48.87675 W	not applicable	missing	missing	CLFT144	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	252	PRJNA413876	SAMN07773710	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470303	0	Illumina HiSeq 2000	PAIRED	CLFT067	2017-12-14	2604	1539	ILLUMINA	2017-12-14	SRR6375565	SRS2757095	SRP123576	CLFT067	2013	missing	missing	not applicable	23.7Mb	Brazil	missing		23.25231 S 46.94758 W	not applicable	missing	missing	CLFT067	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	252	PRJNA413876	SAMN07773709	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470304	0	Illumina HiSeq 2000	PAIRED	CLFT065	2017-12-14	3019	1783	ILLUMINA	2017-12-14	SRR6375564	SRS2757096	SRP123576	CLFT065	2013	missing	missing	not applicable	23.7Mb	Brazil	missing		23.25231 S 46.94758 W	not applicable	missing	missing	CLFT065	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	252	PRJNA413876	SAMN07773708	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470305	0	Illumina HiSeq 2000	PAIRED	CLFT061	2017-12-14	1200	726	ILLUMINA	2017-12-14	SRR6375563	SRS2757098	SRP123576	CLFT061	2013	missing	missing	not applicable	23.7Mb	Brazil	missing		26.77046 S 49.19247 W	not applicable	missing	missing	CLFT061	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773582	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470306	0	Illumina HiSeq 2000	PAIRED	38.OZ	2017-12-14	2126	921	ILLUMINA	2017-12-14	SRR6375562	SRS2757097	SRP123576	38.OZ	2013	missing	missing	not applicable	23.7Mb	Australia	missing		18.19926 S 145.84458 E	not applicable	missing	missing	38.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773583	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470307	0	Illumina HiSeq 2000	PAIRED	39.OZ	2017-12-14	1935	824	ILLUMINA	2017-12-14	SRR6375561	SRS2757099	SRP123576	39.OZ	2013	missing	missing	not applicable	23.7Mb	Australia	missing		18.19926 S 145.84458 E	not applicable	missing	missing	39.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773580	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470308	0	Illumina HiSeq 2000	PAIRED	36.OZ	2017-12-14	2197	951	ILLUMINA	2017-12-14	SRR6375560	SRS2757102	SRP123576	36.OZ	2013	missing	missing	not applicable	23.7Mb	Australia	missing		missing	not applicable	missing	missing	36.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773581	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470309	0	Illumina HiSeq 2000	PAIRED	37.OZ	2017-12-14	2222	963	ILLUMINA	2017-12-14	SRR6375559	SRS2757101	SRP123576	37.OZ	2013	missing	missing	not applicable	23.7Mb	Australia	missing		missing	not applicable	missing	missing	37.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773578	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470310	0	Illumina HiSeq 2000	PAIRED	34.OZ	2017-12-14	2663	1192	ILLUMINA	2017-12-14	SRR6375558	SRS2757100	SRP123576	34.OZ	2012	missing	missing	not applicable	23.7Mb	Australia	missing		39.99384 S 148.05561 E	not applicable	missing	missing	34.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773579	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470311	0	Illumina HiSeq 2000	PAIRED	35.OZ	2017-12-14	2388	1077	ILLUMINA	2017-12-14	SRR6375557	SRS2757103	SRP123576	35.OZ	2013	missing	missing	not applicable	23.7Mb	Australia	missing		18.97989 S 146.25256 E	not applicable	missing	missing	35.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773576	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470312	0	Illumina HiSeq 2000	PAIRED	30.OZ	2017-12-14	2695	1149	ILLUMINA	2017-12-14	SRR6375556	SRS2757105	SRP123576	30.OZ	2012	missing	missing	not applicable	23.7Mb	Australia	missing		17.88716 S 145.80385 E	not applicable	missing	missing	30.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773679	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470313	0	Illumina HiSeq 2000	PAIRED	DB8.2	2017-12-14	1219	525	ILLUMINA	2017-12-14	SRR6375553	SRS2757106	SRP123576	DB8.2	2016	missing	missing	not applicable	23.7Mb	South Africa	missing		28.76028 S 28.89639 E	not applicable	missing	missing	DB8.2	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773577	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470314	0	Illumina HiSeq 2000	PAIRED	33.OZ	2017-12-14	2373	1046	ILLUMINA	2017-12-14	SRR6375555	SRS2757104	SRP123576	33.OZ	2012	missing	missing	not applicable	23.7Mb	Australia	missing		39.99384 S 148.05561 E	not applicable	missing	missing	33.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773574	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470315	0	Illumina HiSeq 2000	PAIRED	25.OZ	2017-12-14	2080	932	ILLUMINA	2017-12-14	SRR6375554	SRS2757107	SRP123576	25.OZ	2012	missing	missing	not applicable	23.7Mb	Australia	missing		17.30755 S 145.92344 E	not applicable	missing	missing	25.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773575	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470316	0	Illumina HiSeq 2000	PAIRED	28.OZ	2017-12-14	2770	1197	ILLUMINA	2017-12-14	SRR6375552	SRS2757108	SRP123576	28.OZ	2012	missing	missing	not applicable	23.7Mb	Australia	missing		17.88716 S 145.80385 E	not applicable	missing	missing	28.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773647	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470317	0	Illumina HiSeq 2000	PAIRED	SA-NC5	2017-12-14	1178	510	ILLUMINA	2017-12-14	SRR6375551	SRS2757114	SRP123576	SA-NC5	2015	missing	missing	not applicable	23.7Mb	South Africa	missing		28.91356 S 19.00142 E	not applicable	missing	missing	SA-NC5	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773680	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470318	0	Illumina HiSeq 2000	PAIRED	HR1	2017-12-14	2208	1022	ILLUMINA	2017-12-14	SRR6375550	SRS2757111	SRP123576	HR1	2013	missing	missing	not applicable	23.7Mb	United Kingdom	missing		51.53659 N 0.15342 W	not applicable	missing	missing	HR1	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773677	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470319	0	Illumina HiSeq 2000	PAIRED	CCB15	2017-12-14	2018	904	ILLUMINA	2017-12-14	SRR6375549	SRS2757109	SRP123576	CCB15	2015	missing	missing	not applicable	23.7Mb	Spain	missing		39.87533 N 2.8564 E	not applicable	missing	missing	CCB15	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773678	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470320	0	Illumina HiSeq 2000	PAIRED	DB8-4	2017-12-14	1133	495	ILLUMINA	2017-12-14	SRR6375548	SRS2757110	SRP123576	DB8-4	2016	missing	missing	not applicable	23.7Mb	South Africa	missing		28.76028 S 28.89639 E	not applicable	missing	missing	DB8-4	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773683	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470321	0	Illumina HiSeq 2000	PAIRED	MC58	2017-12-14	1894	882	ILLUMINA	2017-12-14	SRR6375547	SRS2757116	SRP123576	MC58	2008	missing	missing	not applicable	23.7Mb	South Africa	missing		23.81647 S 30.0238 E	not applicable	missing	missing	MC58	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773684	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470322	0	Illumina HiSeq 2000	PAIRED	SA3e	2017-12-14	2116	920	ILLUMINA	2017-12-14	SRR6375546	SRS2757115	SRP123576	SA3e	2010	missing	missing	not applicable	23.7Mb	South Africa	missing		29.02242 S 30.58106 E	not applicable	missing	missing	SA3e	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773681	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470323	0	Illumina HiSeq 2000	PAIRED	HR5	2017-12-14	2775	1309	ILLUMINA	2017-12-14	SRR6375545	SRS2757112	SRP123576	HR5	2013	missing	missing	not applicable	23.7Mb	United Kingdom	missing		51.53659 N 0.15342 W	not applicable	missing	missing	HR5	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773682	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470324	0	Illumina HiSeq 2000	PAIRED	LM2	2017-12-14	2097	959	ILLUMINA	2017-12-14	SRR6375544	SRS2757113	SRP123576	LM2	2013	missing	missing	not applicable	23.7Mb	United Kingdom	missing		51.53659 N 0.15342 W	not applicable	missing	missing	LM2	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773685	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470325	0	Illumina HiSeq 2000	PAIRED	SA5c	2017-12-14	1796	836	ILLUMINA	2017-12-14	SRR6375543	SRS2757117	SRP123576	SA5c	2010	missing	missing	not applicable	23.7Mb	South Africa	missing		29.02242 S 30.58106 E	not applicable	missing	missing	SA5c	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773686	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470326	0	Illumina HiSeq 2000	PAIRED	SA6e	2017-12-14	1918	819	ILLUMINA	2017-12-14	SRR6375542	SRS2757118	SRP123576	SA6e	2010	missing	missing	not applicable	23.7Mb	South Africa	missing		29.02242 S 30.58106 E	not applicable	missing	missing	SA6e	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773573	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470327	0	Illumina HiSeq 2000	PAIRED	24.OZ	2017-12-14	1941	827	ILLUMINA	2017-12-14	SRR6375541	SRS2757125	SRP123576	24.OZ	2012	missing	missing	not applicable	23.7Mb	Australia	missing		17.30755 S 145.92344 E	not applicable	missing	missing	24.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773572	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470328	0	Illumina HiSeq 2000	PAIRED	23.OZ	2017-12-14	2332	1018	ILLUMINA	2017-12-14	SRR6375540	SRS2757122	SRP123576	23.OZ	2012	missing	missing	not applicable	23.7Mb	Australia	missing		17.30755 S 145.92344 E	not applicable	missing	missing	23.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773567	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470329	0	Illumina HiSeq 2000	PAIRED	15.OZ	2017-12-14	1657	736	ILLUMINA	2017-12-14	SRR6375539	SRS2757126	SRP123576	15.OZ	2009	missing	missing	not applicable	23.7Mb	Australia	missing		33.97507 S 149.16088 E	not applicable	missing	missing	15.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773566	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470330	0	Illumina HiSeq 2000	PAIRED	14.OZ	2017-12-14	2322	1016	ILLUMINA	2017-12-14	SRR6375538	SRS2757119	SRP123576	14.OZ	2005	missing	missing	not applicable	23.7Mb	Australia	missing		15.8833 S 145.2333 E	not applicable	missing	missing	14.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773565	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470331	0	Illumina HiSeq 2000	PAIRED	13.OZ	2017-12-14	2492	1081	ILLUMINA	2017-12-14	SRR6375537	SRS2757128	SRP123576	13.OZ	2012	missing	missing	not applicable	23.7Mb	Australia	missing		19.00711 S 146.20745 E	not applicable	missing	missing	13.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773564	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470332	0	Illumina HiSeq 2000	PAIRED	12.OZ	2017-12-14	2433	1051	ILLUMINA	2017-12-14	SRR6375536	SRS2757120	SRP123576	12.OZ	1999	missing	missing	not applicable	23.7Mb	Australia	missing		23.375 S 150.5117 E	not applicable	missing	missing	12.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172193	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473209	0	Illumina HiSeq 2000	PAIRED	ngs07_IA_13No13_60	2017-12-15	4479	2881	ILLUMINA	2017-12-15	SRR6378457	SRS2759679	SRP123576	IA_13No13_60	2013	missing	missing	missing	23.7Mb	Spain	missing	IA_13No13_60	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172192	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473210	0	Illumina HiSeq 2000	PAIRED	ngs07_IA_13No13_48	2017-12-15	3511	2223	ILLUMINA	2017-12-15	SRR6378456	SRS2759680	SRP123576	IA_13No13_48	2013	missing	missing	missing	23.7Mb	Spain	missing	IA_13No13_48	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN08172191	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473211	0	Illumina HiSeq 2000	PAIRED	ngs07_Arlet.K_15	2017-12-15	2171	980	ILLUMINA	2017-12-15	SRR6378454	SRS2759681	SRP123576	Arlet.K_15	2015	missing	missing	missing	23.7Mb	France	missing	Arlet.K_15	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172178	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473212	0	Illumina HiSeq 2000	PAIRED	ngs07_PENNEWT	2017-12-15	2584	1784	ILLUMINA	2017-12-15	SRR6378449	SRS2759682	SRP123576	PENNEWT	2011	missing	missing	missing	23.7Mb	Spain	missing	PENNEWT	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN08172190	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473213	0	Illumina HiSeq 2000	PAIRED	ngs07_Ansabere.6.1_15	2017-12-15	2162	943	ILLUMINA	2017-12-15	SRR6378453	SRS2759683	SRP123576	Ansabere.6.1_15	2015	missing	missing	missing	23.7Mb	France	missing	Ansabere.6.1_15	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN08172189	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473214	0	Illumina HiSeq 2000	PAIRED	ngs07_Acherito.d_15	2017-12-15	2200	936	ILLUMINA	2017-12-15	SRR6378452	SRS2759733	SRP123576	Acherito.d_15	2015	missing	missing	missing	23.7Mb	Spain	missing	Acherito.d_15	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172174	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473215	0	Illumina HiSeq 2000	PAIRED	ngs07_UKBEL	2017-12-15	2231	1564	ILLUMINA	2017-12-15	SRR6378451	SRS2759685	SRP123576	UKBEL	2012	missing	missing	missing	23.7Mb	United Kingdom	missing	UKBEL	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172158	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473216	0	Illumina HiSeq 2000	PAIRED	ngs07_IA_13No1	2017-12-15	3284	2092	ILLUMINA	2017-12-15	SRR6378450	SRS2759684	SRP123576	IA_13No1	2013	missing	missing	missing	23.7Mb	Spain	missing	IA_13No1	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN08172157	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3473217	0	Illumina HiSeq 2000	PAIRED	ngs07_IA_12No9	2017-12-15	5747	3756	ILLUMINA	2017-12-15	SRR6378455	SRS2759686	SRP123576	IA_12No9	2012	missing	missing	missing	23.7Mb	Spain	missing	IA_12No9	missing	missing	missing	missing		WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
